,clientid,museum_id,museum_list,features
3962,btxomhdfjs,"['a7e42402-9eb9-4312-abf5-ae09e951e068', 'f42df924-d7b0-44e0-b996-2936871c504e', '41a0a29c-a655-4f51-979c-7fa624b303ea', 'cf87b6b9-ea94-4fc0-81c9-7859328d1c54', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', '5248e557-c948-4103-813a-8ffb30305466', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', '9457c575-1900-4fc7-aca3-c7e1a1f26826', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5']","['Airborne Museum at Hartenstein', 'Museum van de Vrouw', 'Tongerlohuys', 'Veluws Museum Hagedoorns Plaatse', 'Spoorwegmuseum', 'Het Nieuwe Instituut', 'Nederlands Tegelmuseum', 'Het Cuypershuis', 'CODA', 'Belasting & Douane Museum']","['discovery anthropology', 'visual']"
3963,bpwxkhajnl,"['a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', '630f0ad9-d790-4a77-a847-e7acb31be6d8', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', '1cd860b3-d35f-479d-9768-349702c3bc73', 'f03acb0d-bfe6-45f8-847c-d3fa96aabe1f', 'f7d86ac9-4f08-4628-954b-0afec628135d', 'bdd23118-7948-42bd-8421-36d9ec2e423b', '6c17c8de-2dd0-4670-b55d-402b84e26787', '1e1dc984-631c-4c66-9ca3-b5b982fdff51']","['Belasting & Douane Museum', 'Spoorwegmuseum', 'De Hollandsche Manege', 'Nederlands Openluchtmuseum', 'Kröller-Müller Museum', 'Museumstoomtram Hoorn-Medemblik', 'Huis van Hilde', 'Nationaal Archief', 'Historisch Museum De Bevelanden', 'Stoomtrein Katwijk Leiden']","['educative', 'parking']"
3964,xdklhfszne,"['37e493ef-e985-4774-a856-fb44640c0ee0', '80d22ad4-79ea-4688-97ec-4c93dc366e48', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', 'b2398575-3c86-42a2-b07c-886384eb9add', '8a69c954-70b7-4db9-9185-6737eb63640b', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '8f9a43db-d28a-4857-b4e5-2f128210a7ee', '3dc8fd2b-b27d-4552-8e95-7b51c95c08c9', 'e45fa2d7-0f3f-4a61-9611-2a5f14be0c39', '621c0554-f8d1-454c-9218-e60683a536ee']","['Museum Waelstee', 'Industrieel Museum Zeeland', 'Museum de Kantfabriek', 'Museum Wierdenland Ezinge', 'De Glasblazerij', 'Universiteitsmuseum Groningen', ""Museum 't Oude Slot"", 'Katwijks Museum', 'Museum het Petershuis', 'mij | museum ijsselstein']","['visual', 'nature tech']"
3965,azshexlmpo,"['53ac1788-fb5e-4058-9bd0-768a55a5f8db', 'd277832b-8ab5-466d-ad2d-58a8f409f7cb', 'fb5c119f-f4a1-411c-a943-f609fcb5f5f3', 'b95305d9-cc57-498c-8819-c1983713d181', 'd7f027c1-49fa-4fa8-a661-43598ed47263', 'fde0ab33-2d85-4f29-a0fb-6e13a6f52142', 'cbebd2e6-4fd8-4bd8-a455-5310d4895828', '053014de-f18f-45e3-8dc6-c3f907646311', '1a918684-33d5-485a-80b7-90a8086803ef', '10f92ca9-be97-40d2-b2ad-cb99d5154981']","['TENT', 'Museum de Fundatie', 'Museum Swaensteyn', 'Keramiekcentrum Tiendschuur Tegelen', 'Kunsthal  Rotterdam', 'Het Nieuwe Instituut', 'De Appel', 'Museum De Domijnen, afdeling Hedendaagse Kunst', 'Buitenplaats Kasteel Wijlre', 'Marres, Huis voor Hedendaagse Kunst']","['art_galleries', 'weelchair']"
3966,oarnlgjbwq,"['ab5e9944-251c-48d4-879d-115525f2e298', '62f190ca-41de-480a-ba5c-6ca051442879', 'f61643e5-0237-4536-90ef-d3e8f721de21', '7a27d9cd-4c8e-41d0-88c4-e0dafb39f84b', '673dafbb-e461-4ffb-ab3c-f857358c77a7', '15d80092-895b-45cb-aad9-b1b470cfc177', '72ac8fe8-829b-4633-8e72-be04100017ed', 'c92918d5-cb45-432d-9874-7b54289beb09', '1d9c7610-ab17-4f68-ae48-9cefefc32b20', '27b9e34f-c9da-47d5-a22e-d5140b9b0d18']","['Natuurhistorisch Museum Rotterdam', 'Muzee Scheveningen', 'Biesbosch MuseumEiland', 'Museum De Voorde', 'Cube Design Museum', 'Space Expo', 'Koninklijk Eise Eisinga Planetarium', 'Nederlands Stoommachinemuseum', 'Continium discovery center', 'Museum Sterrenwacht Sonnenborgh']","['science', 'parking']"
3967,giruztojsf,"['044424ba-e4e7-4de8-b88c-ccaf14cf4c59', 'b2398575-3c86-42a2-b07c-886384eb9add', '424e8423-e43b-48e8-ad19-821014020860', 'acfa8d9d-7062-4b90-b8fa-03a9d8535991', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', '4b596778-4379-48da-a946-0d04e39e3cea']","['Honig Breethuis', 'Museum Wierdenland Ezinge', 'Comenius Museum', 'Storyworld | Forum Groningen', 'Museumpark Archeon', 'Joods Historisch Museum', 'Rijksmuseum Amsterdam', 'Museum Staphorst', 'Museum de Kantfabriek', 'Museum Het Pakhuis']","['disabled', 'nature']"
3968,ouqsjpzvlg,"['43342fe3-e57f-4b74-883f-207d1cf0a24b', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', 'a4e7ffe9-fe8a-4e22-9517-739881f87bfb', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5']","['De Bastei', 'NEMO Science Museum', 'GeoFort', 'PreHistorisch Dorp', 'Natuurmuseum Fryslân', 'Veiligheidsmuseum PIT', 'Museum Speelklok', 'Zeeuws Maritiem MuZEEum', ""Museum 't Behouden Huys"", 'Beeld en Geluid Den Haag']","['children', 'culture']"
3969,lfsmjdztci,"['05a94d26-c8df-4105-8df5-67f1acd7e8c5', '6a361bf8-811f-4b1f-889c-b6035e1aadb1', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', '2ffb2ebd-007a-4bbe-affc-50095caa653d', '368607b3-1085-4b46-9f41-3204431b0545', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', '50d46141-1880-4929-a839-b0a3eba9a124', '41a0a29c-a655-4f51-979c-7fa624b303ea']","['Museum Schokland', 'Bevrijdingsmuseum Zeeland', 'Literatuurmuseum', 'Belasting & Douane Museum', 'Spoorwegmuseum', 'Indisch Herinneringscentrum (IHC) | Sophiahof', 'Historiehuis Roermond', 'Nederlands Openluchtmuseum', 'Marker Museum', 'Tongerlohuys']","['historic_museum', 'discovery anthropology']"
3970,ivqgnydahc,"['3b0519ec-a69a-4f2f-8ea2-a5ac4428d096', 'cc12b367-a374-4c8a-bd04-8b24e412af3c', 'ddc06b8b-9dd1-4768-be15-75477b0f104a', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '1f8bb764-3a9f-4159-b775-829e80c953a2', 'a8d715f7-82f5-4df4-9308-0d33c4c1eaa2', 'd579493e-5364-4327-b712-d231508db640', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '54f9204e-e6fd-4ea3-a352-84484292b8ba', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe']","['Nederlands Fotomuseum', 'Nederlands Openluchtmuseum', 'Spoorwegmuseum', 'Belasting & Douane Museum', 'Rijksmuseum Muiderslot', 'Koninklijk Paleis Amsterdam', 'Portrait Gallery of the 17th Century', 'Stedelijk Museum Alkmaar', 'PreHistorisch Dorp', 'Kasteel Huis Bergh']","['discovery anthropology', 'audiotour']"
3971,bgqlhpcskv,"['f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '43342fe3-e57f-4b74-883f-207d1cf0a24b', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', '832cd1d6-c933-4279-8ae6-1e3fa38853a2', '4cb403ef-21c9-4731-86a2-f9f32bd44487', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '095343bc-bce6-4c73-a7b2-01a75c9b2efa']","['Natuurmuseum Fryslân', 'Veiligheidsmuseum PIT', 'Zeeuws Maritiem MuZEEum', 'De Bastei', 'Museum Staphorst', 'Museum de Kantfabriek', 'Brabants Museum Oud Oosterhout', 'PreHistorisch Dorp', 'Universiteitsmuseum Groningen', 'NEMO Science Museum']","['disabled', 'children']"
3972,cbxndwejtq,"['43342fe3-e57f-4b74-883f-207d1cf0a24b', 'd0077c9a-8102-4749-ba85-fe2e8b3ef53d', '6d4868c9-74a6-41f4-8c23-cabe36c82361', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', '92a87b6a-4b73-4d77-a81b-4d4501893c4e', '54f9204e-e6fd-4ea3-a352-84484292b8ba', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5']","['De Bastei', 'GeoFort', 'Nationaal Onderwijsmuseum', 'NEMO Science Museum', 'Elisabeth Weeshuis Museum', 'PreHistorisch Dorp', 'Natuurmuseum Fryslân', 'Veiligheidsmuseum PIT', 'Zeeuws Maritiem MuZEEum', 'Beeld en Geluid Den Haag']","['library', 'children']"
3973,oypjawumzx,"['71728b2c-4b17-4855-8663-98a7788acaf0', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '01ab8bee-401f-4c85-a742-c2198fbcef28', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '95a74653-495e-4420-82e0-a1a6195f974d', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '1335f2de-05b0-4351-8cae-1cb1263b3791', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'a2040f47-849b-4ca6-967e-adee1ee5a930']","['Groninger Museum', 'Veiligheidsmuseum PIT', 'Stedelijk Museum Amsterdam', 'Stedelijk Museum Alkmaar', 'Zeeuws Maritiem MuZEEum', 'Museum De Lakenhal', 'Universiteitsmuseum Groningen', 'Het Scheepvaartmuseum', 'Joods Historisch Museum', 'TextielMuseum']","['library', 'visual']"
3974,brenudigsw,"['6d4868c9-74a6-41f4-8c23-cabe36c82361', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '6c17c8de-2dd0-4670-b55d-402b84e26787', '2adac304-3df6-4588-a60b-c763f29595f9', '86ce2124-88f3-4fce-b174-20b61d0bdaaa', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5']","['Nationaal Onderwijsmuseum', 'Zeeuws Maritiem MuZEEum', 'Museum Speelklok', 'Veiligheidsmuseum PIT', 'Historisch Museum De Bevelanden', 'Historisch Museum Den Briel', 'Stadskasteel Zaltbommel', 'Joods Historisch Museum', 'Belasting & Douane Museum', 'Beeld en Geluid Den Haag']","['local history war', 'children']"
3975,thbizlkwmr,"['a42cba4d-03ab-449a-8fb5-a24fb363afa5', '11b71518-57ec-4ec4-ace1-9f24f68e67b9', '02d25c0f-f4db-4d00-a056-c35ee076964e', '2315fd34-5472-443f-a6ee-29751ccc8a51', '7a2966b5-97fa-4cd3-9408-9e415182ca4e', 'f61643e5-0237-4536-90ef-d3e8f721de21', '77dc3244-2ab9-4340-bb76-d29401097a09', '971a3945-faba-4021-8d5b-5b6fcd124640', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1']","['Belasting & Douane Museum', 'Visserijmuseum Breskens', 'Museum Vlaardingen', 'Nationaal Sleepvaart Museum', 'Batavialand', 'Biesbosch MuseumEiland', 'Museum Kaap Skil', 'Zuiderzeemuseum', 'Mariniersmuseum', 'Zeeuws Maritiem MuZEEum']","['library', 'naval']"
3976,ubsigvpxac,"['11b71518-57ec-4ec4-ace1-9f24f68e67b9', '46f074e4-5e2b-46f4-a279-85a0ae2c0026', '69295701-69e0-47c2-89c5-1586e4f3f64a', '9ad52af8-ef66-4266-b413-0e1a57995f50', '77dc3244-2ab9-4340-bb76-d29401097a09', 'f61643e5-0237-4536-90ef-d3e8f721de21', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0', '3f3b1b62-9a79-46dd-97dd-3a3e6edf74d1', '971a3945-faba-4021-8d5b-5b6fcd124640']","['Visserijmuseum Breskens', ""Museum In 't Houten Huis"", 'Nationaal Baggermuseum', 'Nationaal Reddingmuseum Dorus Rijkers', 'Museum Kaap Skil', 'Biesbosch MuseumEiland', 'Rijksmuseum Amsterdam', 'Mariniersmuseum', 'Zeeuws Maritiem MuZEEum', 'Zuiderzeemuseum']","['naval', 'restaurant']"
3977,hjfxbpqoyw,"['17aed04d-9186-4452-b263-0de3dfe7f6f2', 'c2219eac-c939-49f6-ba34-325d739caf9b', '80a37d9f-37d1-466f-96c2-b65044666fbe', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '30f51fcc-b373-4b85-9ba0-40d958542540', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', 'dc333343-ecdf-4502-a6b7-35b8ba5c1684', 'd0bf039f-cc00-4511-bb91-94ac191a3c67', '9f88e8ae-c589-427e-becb-1e071b215cd1']","['Slot Zuylen', 'Kasteel Rosendael', 'Kasteel Duivenvoorde', 'Kasteel Huis Bergh', 'Kasteel Doornenburg', 'Kasteel Radboud', 'Kasteel Cannenburch', 'Kasteel Doorwerth', 'Kasteel Hoensbroek', 'Kasteel Keukenhof']","['visual', 'castles']"
3978,jvqrnumhbf,"['1dac022f-fc4a-4f0b-91b8-87333f38c304', '424e8423-e43b-48e8-ad19-821014020860', '179e0120-23f9-434b-804b-172effcfc85d', 'c5ad38ca-1303-43d2-adee-04bb0e3268f6', '01ab8bee-401f-4c85-a742-c2198fbcef28', '39602e5d-e0c7-4304-aa89-ba9d234d12fa', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '55d32557-af64-4a12-8dc3-a03d7f4b7015']","['Nederlands Volksbuurtmuseum', 'Comenius Museum', 'De Nieuwe Kerk', 'Stedelijk Museum Alkmaar', 'Stedelijk Museum Amsterdam', 'Het Cuypershuis', 'Joods Historisch Museum', 'Rijksmuseum Amsterdam', 'Universiteitsmuseum Groningen', 'Vechtstreekmuseum']","['castles cluster', 'disabled']"
3979,mfuqwktisy,"['9689a6f1-871a-41e9-8f7d-a67d59ac7b98', '029464f3-265b-4b69-a71d-cdd346b53c34', '3d1a28ab-20dd-4d49-a6c1-23f504ec9472', '33fdc6ef-026e-4a2d-afc1-8b56f1ed6a08', 'd280a91d-ebc1-4607-afb9-e38a67c862d0', '944a4c15-58c0-44dc-8f8a-c65b44179c16', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', '60780e37-d503-4b56-b1d5-a46c2358eb41', '98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0', 'dffe8ae8-e39f-49d2-a41b-004775a406a8']","['Streekmuseum ""De Meestoof""', 'Tropenmuseum Junior', 'Tropenmuseum', 'Museum Volkenkunde', 'Wereldmuseum Rotterdam', 'Missiemuseum Steyl', 'Joods Historisch Museum', 'Streekmuseum Etten Leur', 'Humanity House', 'Portugese Synagoge Amsterdam']","['ethnology', 'exp stories']"
3980,xougfhnkaq,"['39b0a7b4-6bf6-4c5d-a29a-0e4266055be1', '23eaf7fc-a6ca-40a3-87c5-257dca174595', '7810d0eb-0034-457b-9cf7-ae7aa21e104f', '424e8423-e43b-48e8-ad19-821014020860', 'acfa8d9d-7062-4b90-b8fa-03a9d8535991', 'f42e58c1-d6e6-4bdb-aa51-e0af569e31df', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', '4b596778-4379-48da-a946-0d04e39e3cea']","['Museum De Waag', 'Nationaal Onderduikmuseum', 'Rijksmuseum Amsterdam', 'Comenius Museum', 'Storyworld | Forum Groningen', 'Joods Historisch Museum', 'Museumpark Archeon', 'Honig Breethuis', 'Museum Staphorst', 'Museum Het Pakhuis']","['nature tech', 'trainstation']"
3981,sgmnxhipwv,"['a001e606-6873-4420-92be-8c458691bf35', '9bcb7330-2cae-44b4-9fca-9f6e1c4501e5', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '1cf7d97e-57d6-4550-be98-8d19ea5ac3a5', 'e9ad0209-89ad-4e53-a353-b7328562f8e6', '2a3a81ef-29ee-44f9-9367-26f890075735', 'd393d962-7ee9-411b-8c60-c0879d6e3fd7', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0']","['Natuurmuseum Brabant', 'Natuurcentrum Ameland', 'Botanische Tuinen Utrecht', 'Natuurmuseum Fryslân', 'Pieter Vermeulen Museum', 'Universiteitsmuseum Groningen', 'De Museumfabriek', 'Micropia', 'Museon', 'Muzeeaquarium Delfzijl']","['trainstation', 'gardens']"
3982,hlozrgmpwx,"['dc333343-ecdf-4502-a6b7-35b8ba5c1684', '30f51fcc-b373-4b85-9ba0-40d958542540', '59402691-8308-4222-bc19-7cc9f20e1d88', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe', '3b3c0cbf-7176-4d16-bc60-89eeeb679a76', '98c5d4e0-b4e6-4c5e-98ff-1b6b68a10a28', 'c2219eac-c939-49f6-ba34-325d739caf9b', '80a37d9f-37d1-466f-96c2-b65044666fbe', '55536edf-d8c3-4415-aef5-5ffeb76a2bd5', '9f88e8ae-c589-427e-becb-1e071b215cd1']","['Kasteel Doorwerth', 'Kasteel Doornenburg', 'Kasteel Heeswijk', 'Kasteel Huis Bergh', 'Kasteel Radboud', 'Kasteel Hernen', 'Kasteel Rosendael', 'Kasteel Duivenvoorde', 'Kasteel Amerongen', 'Kasteel Keukenhof']","['trainstation', 'castles']"
3983,hrnvwfijpc,"['51f2f922-3ec1-4a76-aa53-703e88dd7056', '2725e4ae-3118-48ba-85d9-9b6b646fb7ab', 'ec065d35-d8fa-4067-af2f-8d66589735ce', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', '7e411587-1b9d-44f9-ada4-5305bea2798e', '673dafbb-e461-4ffb-ab3c-f857358c77a7', 'fd1192ea-1815-431c-9ea6-da685c92d452', '517d316a-319f-42e4-9b1b-18f527eca91e', 'a0891a06-7670-4cbd-bf82-992b33aeeee6', 'aa54b14e-fe16-4424-9be9-ca9d8ef84fa7']","['Panorama Mesdag', 'Heiligenbeeldenmuseum', 'Museum Klok & Peel', 'Museum De Zwarte Tulp', 'Museum Boijmans Van Beuningen', 'Cube Design Museum', 'Haarlemmermeermuseum De Cruquius', 'Frans Hals Museum Hof', 'Lalique Museum', 'Van Gogh Museum']","['art_museum', 'national speciality']"
3984,ilyzxadefo,"['2a3a81ef-29ee-44f9-9367-26f890075735', 'b0654f59-55d5-4c74-8420-3d3938f861e2', 'f13e960f-96aa-4a92-97d7-4047e7c837d9', 'd6dceab9-27ce-41aa-9be2-9e5189ba51f0', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '630f0ad9-d790-4a77-a847-e7acb31be6d8', 'ba678427-5609-42b1-91e2-fd5c845d42c6', 'd183dcdd-900b-4721-b8a0-c44912e8ce7f', '02f0dab3-4ee5-4c38-a0b8-ae02ed4b06b3', '1a918684-33d5-485a-80b7-90a8086803ef']","['De Museumfabriek', 'Botanische Tuin De Kruidhof', 'Nationaal Bomenmuseum Gimborn', 'Muzeeaquarium Delfzijl', 'Museon', 'De Hollandsche Manege', 'Historische Tuin Aalsmeer', 'Fruitteeltmuseum', 'Botanische Tuinen Utrecht', 'Buitenplaats Kasteel Wijlre']","['parking', 'gardens']"
3985,gvlimuoqnb,"['9c4bddf8-9bef-46cb-a2ef-5f13ba85884f', '673dafbb-e461-4ffb-ab3c-f857358c77a7', 'aa54b14e-fe16-4424-9be9-ca9d8ef84fa7', '3d1a28ab-20dd-4d49-a6c1-23f504ec9472', '029464f3-265b-4b69-a71d-cdd346b53c34', 'ab5e9944-251c-48d4-879d-115525f2e298', 'f82c9249-ae42-4690-bcbc-9db3f55db2d0', '93ee982c-adfd-4233-8260-6bb567853af9', 'c96d0dd3-36c3-4b3c-b3ea-d11ca9840207', '424e8423-e43b-48e8-ad19-821014020860']","['Nederlands Watermuseum', 'Cube Design Museum', 'Van Gogh Museum', 'Tropenmuseum', 'Tropenmuseum Junior', 'Natuurhistorisch Museum Rotterdam', 'Natuurmuseum Fryslân', 'Natura Docet Wonderryck Twente', 'Museum De Zwarte Tulp', 'Comenius Museum']","['national speciality', 'scavenger']"
3986,thmiuszexb,"['0d9b11c5-4842-4d97-b105-908bca7c8fa5', 'a42cba4d-03ab-449a-8fb5-a24fb363afa5', 'b1d4586f-c77c-43f7-bb72-649f1af68575', 'd9c3694b-8999-46e7-9264-66e2ca190c86', '97dca6c1-6b1a-4ffe-a048-83ecce6707a5', 'f7d86ac9-4f08-4628-954b-0afec628135d', 'bdd23118-7948-42bd-8421-36d9ec2e423b', '3f224a07-d3c3-4467-ab27-2d0f4d6705dc', '1de93dee-f6b5-4a1c-8d7f-e896df26a694', '798b12be-0127-4f41-91df-1a5e71af1e37']","['Museum Speelklok', 'Belasting & Douane Museum', 'Philips Museum', 'Veiligheidsmuseum PIT', 'Beeld en Geluid Den Haag', 'Huis van Hilde', 'Nationaal Archief', 'Openluchtmuseum en Themapark De Spitkeet', 'Literatuurmuseum', 'De Looierij']","['parking', 'educative']"
3987,gpamtvhfkz,"['17e7443b-50f2-4ecb-96cb-eda6262c5f8e', '95a74653-495e-4420-82e0-a1a6195f974d', '4c123cbb-afaa-4150-94ff-4b94dfc60b4f', '71728b2c-4b17-4855-8663-98a7788acaf0', '38609b0d-35a3-43ce-9896-d7c42996b702', 'f76d5813-3efb-44c8-beff-5d2a569d7eb3', '2fc39c27-ca42-462c-b8a5-6b8fdb927961', '1259b27a-48fb-48d4-adbb-31329be57921', '60dcdaf1-a16f-4a63-877b-1734d0e74d8d', '8061314a-3e6b-48fe-9f8e-73d62660147d']","['De Mesdag Collectie', 'Museum De Lakenhal', 'Museum Helmond', 'Groninger Museum', 'Museum Slager', 'Museum Gouda', 'Van Abbemuseum', 'Stadsmuseum Harderwijk', 'Kunstmuseum Den Haag', 'Foam Fotografiemuseum Amsterdam']","['castles cluster', 'scavenger']"
3988,rwzgxnykdm,"['c2219eac-c939-49f6-ba34-325d739caf9b', '59402691-8308-4222-bc19-7cc9f20e1d88', '76abee38-93a0-49c0-95e1-eab3cbe23044', '85cac575-f2a0-4260-9aa2-baca96d38f3b', 'a5e644b6-829e-477a-956f-91eb4fa4e1a4', '9f88e8ae-c589-427e-becb-1e071b215cd1', '17aed04d-9186-4452-b263-0de3dfe7f6f2', '80a37d9f-37d1-466f-96c2-b65044666fbe', '9afcd6a2-85e3-4c7c-9f82-887076f83a68', '04f3f792-3b2e-4c9a-af48-584f4dd61bfe']","['Kasteel Rosendael', 'Kasteel Heeswijk', 'Kasteel Ammersoyen', 'Kasteel Het Nijenhuis', 'Kasteel Cannenburch', 'Kasteel Keukenhof', 'Slot Zuylen', 'Kasteel Duivenvoorde', 'Slot Loevestein', 'Kasteel Huis Bergh']","['castles', 'castles cluster']"
3989,svrlydnqha,"['3bcb3ba4-1675-461b-880e-2676f8c7def9', '5ebaa739-b1a4-443b-9cde-6c0b18e81607', '621c0554-f8d1-454c-9218-e60683a536ee', 'e45fa2d7-0f3f-4a61-9611-2a5f14be0c39', '80d22ad4-79ea-4688-97ec-4c93dc366e48', '095343bc-bce6-4c73-a7b2-01a75c9b2efa', 'd1e42c4d-d176-4833-98a8-a3fb4a725b91', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59', 'e89e2757-e3e7-4d22-bba5-58f4164a0105', '4b596778-4379-48da-a946-0d04e39e3cea']","['ABC Architectuurcentrum Haarlem', 'Museon', 'mij | museum ijsselstein', 'Museum het Petershuis', 'Industrieel Museum Zeeland', 'NEMO Science Museum', 'Museumpark Archeon', 'Honig Breethuis', 'Museum Staphorst', 'Museum Het Pakhuis']","['nature tech', 'parking']"
3990,fahwsegbip,"['d9c3694b-8999-46e7-9264-66e2ca190c86', '9231914a-1dac-4afe-b28a-cc37ee7c5bfd', '682197a8-0359-4094-8281-ffa059de480f', 'a2040f47-849b-4ca6-967e-adee1ee5a930', '971a3945-faba-4021-8d5b-5b6fcd124640', '5ea552c8-0db1-4e75-b6b0-d5b5933a5f2f', '3df6ef97-9a05-4b69-b1a4-e3789f20dc13', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', 'a2c1a9f7-97b2-493a-a04c-a760d4066ba9', '7810d0eb-0034-457b-9cf7-ae7aa21e104f']","['Veiligheidsmuseum PIT', 'Streek & Landbouwmuseum Goemanszorg', 'Museum Catharijneconvent', 'TextielMuseum', 'Zuiderzeemuseum', 'Limburgs Museum', 'Museum Paul Tetar van Elven', 'Amsterdam Museum', 'Museum van de Geest | Dolhuys', 'Rijksmuseum Amsterdam']","['exp stories', 'restaurant']"
3991,qujinasefh,"['92652b8f-7600-4bee-8640-1c40b21a32cf', 'a2c1a9f7-97b2-493a-a04c-a760d4066ba9', '98910334-b730-446f-9b09-a7cf440699f6', 'aa8279d3-78cf-4af8-8f83-24dd44caabd6', 'cb0ac5e1-e2e8-429e-9b48-54414bf84d2b', '4f05881b-f742-480c-b13d-91d99c6fc4a2', '1e3aaa11-c04f-43bd-9707-58401ee41056', 'a6fc14aa-84ee-4c59-8801-baf29c2557dd', '0c2e2821-f3fd-4403-8b5a-37cb256b76a2', '044424ba-e4e7-4de8-b88c-ccaf14cf4c59']","['Museum Van Loon', 'Museum van de Geest | Dolhuys', 'Anne Frank Huis', 'Amsterdam Museum', 'Museum van de Geest | Outsider Art', 'Veenkoloniaal Museum', 'Hunebedcentrum', 'Museum Huis Doorn', 'Kamp Westerbork', 'Honig Breethuis']","['historic_location', 'discovery anthropology']"
